id,senator_party,condition,pid7,pre_sexism_1,pre_sexism_2,pre_sexism_3,pre_sexism_4,pre_favorability,pre_vote,gender,age,newsinterest,post_favorability,post_vote,punishment_1,punishment_2,punishment_3,punishment_4,punishment_5,post_sexism_1,post_sexism_2,post_sexism_3,post_sexism_4
1322,Republican,1,Independent,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,9,9,Man,35-44,Some of the time,6,6,Disagree somewhat,Neither disagree nor agree,Disagree strongly,Disagree somewhat,Disagree somewhat,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly
1323,Republican,1,Not sure,Disagree somewhat,Disagree strongly,Neither disagree nor agree,Disagree strongly,9,8,Man,25-34,Most of the time,8,8,Agree somewhat,Disagree somewhat,Agree strongly,Disagree strongly,Disagree somewhat,Disagree somewhat,Disagree strongly,Neither disagree nor agree,Disagree strongly
1324,Republican,3,Strong Democrat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree strongly,3,7,Man,25-34,Some of the time,4,7,,,,,,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat
1325,Democrat,3,Lean Democrat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,7,8,Woman,25-34,Most of the time,9,9,,,,,,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat
1326,Republican,1,Strong Democrat,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,2,0,Woman,35-44,Most of the time,0,0,Disagree strongly,Agree strongly,Disagree strongly,Agree somewhat,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly
1327,Republican,3,Not very strong Democrat,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,7,8,Man,35-44,Most of the time,7,8,,,,,,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly
1328,Republican,2,Not very strong Democrat,Disagree somewhat,Disagree somewhat,Agree somewhat,Neither disagree nor agree,5,5,Man,45-54,Most of the time,3,1,Disagree somewhat,Neither disagree nor agree,Disagree somewhat,Neither disagree nor agree,Disagree strongly,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat
1329,Republican,3,Not very strong Republican,Agree somewhat,Agree strongly,Agree somewhat,Disagree somewhat,9,9,Woman,45-54,Most of the time,9,9,,,,,,Agree strongly,Agree strongly,Agree somewhat,Disagree somewhat
1330,Democrat,2,Not very strong Republican,Agree somewhat,Agree strongly,Agree somewhat,Agree somewhat,1,6,Man,25-34,Only now and then,6,7,Agree somewhat,Agree somewhat,Agree strongly,Agree somewhat,Neither disagree nor agree,Agree somewhat,Agree strongly,Agree somewhat,Neither disagree nor agree
1331,Republican,1,Strong Democrat,Agree somewhat,Agree somewhat,Agree strongly,Agree strongly,7,8,Woman,25-34,Some of the time,7,8,Agree somewhat,Agree somewhat,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree somewhat,Agree somewhat
1332,Republican,1,Independent,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,8,5,Man,35-44,Only now and then,8,5,Agree strongly,Disagree strongly,Neither disagree nor agree,Disagree strongly,Neither disagree nor agree,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat
1333,Democrat,2,Not very strong Democrat,Neither disagree nor agree,Agree somewhat,Disagree strongly,Agree somewhat,10,1,Man,25-34,Some of the time,10,10,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly
1334,Democrat,1,Strong Democrat,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly,9,9,Woman,25-34,Most of the time,4,4,Agree somewhat,Agree somewhat,Disagree strongly,Agree somewhat,Neither disagree nor agree,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly
1335,Democrat,3,Independent,Disagree somewhat,Disagree strongly,Agree somewhat,Disagree somewhat,9,10,Woman,55-64,Most of the time,9,10,,,,,,Disagree somewhat,Disagree strongly,Agree somewhat,Disagree somewhat
1336,Republican,2,Strong Democrat,Disagree strongly,Disagree strongly,Neither disagree nor agree,Disagree strongly,8,6,Woman,35-44,Most of the time,0,0,Neither disagree nor agree,Neither disagree nor agree,Disagree strongly,Agree strongly,Neither disagree nor agree,Disagree strongly,Disagree strongly,Neither disagree nor agree,Disagree strongly
1337,Democrat,3,Lean Democrat,Agree somewhat,Neither disagree nor agree,Agree somewhat,Neither disagree nor agree,4,4,Man,25-34,Only now and then,5,5,,,,,,Agree somewhat,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree
1338,Democrat,1,Strong Republican,Agree somewhat,Neither disagree nor agree,Agree strongly,Agree somewhat,7,4,Man,18-24,Some of the time,2,3,Agree somewhat,Neither disagree nor agree,Agree somewhat,Disagree somewhat,Neither disagree nor agree,Neither disagree nor agree,Agree somewhat,Agree strongly,Agree somewhat
1339,Republican,3,Strong Republican,Agree somewhat,Agree strongly,Disagree somewhat,Agree somewhat,10,9,Man,35-44,Most of the time,8,9,,,,,,Agree somewhat,Agree strongly,Disagree somewhat,Agree somewhat
1340,Democrat,1,Lean Republican,Neither disagree nor agree,Neither disagree nor agree,Disagree somewhat,Agree somewhat,10,8,Woman,18-24,Some of the time,5,5,Agree somewhat,Neither disagree nor agree,Agree somewhat,Disagree strongly,Disagree strongly,Agree somewhat,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree
1341,Democrat,1,Lean Democrat,Disagree somewhat,Neither disagree nor agree,Neither disagree nor agree,Agree somewhat,10,10,Man,25-34,Only now and then,8,8,Neither disagree nor agree,Agree somewhat,Neither disagree nor agree,Disagree strongly,Disagree somewhat,Agree somewhat,Neither disagree nor agree,Agree somewhat,Neither disagree nor agree
1342,Democrat,3,Not very strong Democrat,Disagree strongly,Disagree strongly,Disagree strongly,Disagree somewhat,10,9,Woman,25-34,Only now and then,10,9,,,,,,Disagree strongly,Disagree somewhat,Disagree strongly,Disagree somewhat
1343,Republican,1,Lean Republican,Agree strongly,Agree strongly,Disagree somewhat,Agree strongly,5,2,Man,35-44,Most of the time,5,2,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree somewhat,Agree strongly
1344,Republican,2,Strong Democrat,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,7,0,Woman,35-44,Some of the time,0,0,Neither disagree nor agree,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly
1345,Republican,3,Independent,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,9,5,Man,35-44,Hardly at all,9,5,,,,,,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat
1346,Republican,3,Strong Democrat,Agree somewhat,Agree somewhat,Agree strongly,Disagree somewhat,7,2,Woman,25-34,Most of the time,8,2,,,,,,Agree somewhat,Agree somewhat,Agree strongly,Disagree somewhat
1347,Republican,1,Not very strong Republican,Agree somewhat,Agree somewhat,Agree strongly,Disagree somewhat,7,6,Woman,25-34,Only now and then,8,7,Agree strongly,Disagree somewhat,Agree somewhat,Disagree strongly,Agree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat
1348,Republican,3,Not very strong Republican,Agree somewhat,Agree strongly,Agree somewhat,Agree strongly,10,10,Man,55-64,Most of the time,10,10,,,,,,Agree somewhat,Agree strongly,Agree somewhat,Agree strongly
1349,Democrat,3,Lean Republican,Agree strongly,Agree somewhat,Disagree somewhat,Agree somewhat,5,5,Woman,35-44,Some of the time,5,5,,,,,,Agree strongly,Agree somewhat,Disagree somewhat,Agree somewhat
1350,Democrat,1,Strong Republican,Agree somewhat,Agree somewhat,Agree somewhat,Neither disagree nor agree,4,1,Man,35-44,Most of the time,1,1,Disagree somewhat,Neither disagree nor agree,Disagree strongly,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat
1351,Democrat,1,Not very strong Democrat,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,8,8,Woman,35-44,Hardly at all,5,5,Disagree somewhat,Neither disagree nor agree,Disagree strongly,Neither disagree nor agree,Neither disagree nor agree,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly
1352,Republican,3,Lean Republican,Agree strongly,Agree somewhat,Agree strongly,Agree somewhat,8,9,Man,18-24,Some of the time,9,7,,,,,,Agree somewhat,Agree strongly,Agree strongly,Agree somewhat
1353,Republican,3,Independent,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,8,7,Man,25-34,Only now and then,8,7,,,,,,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly
1354,Democrat,3,Strong Republican,Disagree somewhat,Neither disagree nor agree,Disagree somewhat,Neither disagree nor agree,4,1,Man,35-44,Most of the time,2,1,,,,,,Disagree somewhat,Disagree somewhat,Agree somewhat,Neither disagree nor agree
1355,Democrat,3,Strong Democrat,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,10,10,Woman,25-34,Most of the time,10,10,,,,,,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly
1356,Republican,3,Lean Republican,Neither disagree nor agree,Disagree somewhat,Agree somewhat,Disagree somewhat,6,6,Woman,18-24,Only now and then,7,7,,,,,,Disagree somewhat,Disagree strongly,Disagree somewhat,Neither disagree nor agree
1357,Republican,1,Lean Democrat,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,10,10,Woman,45-54,Most of the time,7,7,Disagree somewhat,Agree strongly,Disagree strongly,Disagree somewhat,Neither disagree nor agree,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly
1358,Democrat,2,Lean Democrat,Agree somewhat,Neither disagree nor agree,Agree somewhat,Agree somewhat,6,7,Woman,25-34,Some of the time,4,5,Disagree somewhat,Neither disagree nor agree,Agree somewhat,Neither disagree nor agree,Neither disagree nor agree,Agree somewhat,Neither disagree nor agree,Agree somewhat,Agree somewhat
1359,Republican,3,Lean Republican,Disagree somewhat,Agree somewhat,Agree strongly,Disagree somewhat,8,7,Man,45-54,Most of the time,9,8,,,,,,Disagree somewhat,Agree somewhat,Agree strongly,Disagree somewhat
1360,Democrat,2,Not very strong Democrat,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,6,6,Man,55-64,Most of the time,5,5,Neither disagree nor agree,Neither disagree nor agree,Disagree strongly,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree
1361,Republican,1,Not very strong Democrat,Disagree strongly,Disagree strongly,Agree strongly,Disagree somewhat,6,1,Man,25-34,Most of the time,5,1,Agree strongly,Disagree somewhat,Neither disagree nor agree,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree somewhat
1362,Republican,3,Independent,Disagree somewhat,Disagree somewhat,Agree somewhat,Neither disagree nor agree,7,7,Woman,45-54,Most of the time,7,7,,,,,,Disagree somewhat,Disagree somewhat,Agree somewhat,Neither disagree nor agree
1363,Democrat,1,Independent,Agree somewhat,Agree somewhat,Agree strongly,Agree strongly,6,5,Woman,25-34,Only now and then,4,7,Agree somewhat,Agree strongly,Agree somewhat,Agree strongly,Agree somewhat,Agree strongly,Agree strongly,Agree somewhat,Agree somewhat
1364,Republican,3,Not very strong Democrat,Disagree somewhat,Neither disagree nor agree,Agree somewhat,Disagree somewhat,8,2,Woman,45-54,Most of the time,8,2,,,,,,Disagree somewhat,Neither disagree nor agree,Agree somewhat,Disagree somewhat
1365,Democrat,2,Not very strong Republican,Disagree somewhat,Neither disagree nor agree,Agree somewhat,Neither disagree nor agree,8,5,Woman,55-64,Most of the time,7,5,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree strongly,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Neither disagree nor agree
1366,Republican,2,Lean Democrat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,9,8,Man,65 or over,Most of the time,6,4,Disagree somewhat,Neither disagree nor agree,Disagree somewhat,Disagree somewhat,Neither disagree nor agree,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat
1367,Democrat,3,Lean Democrat,Agree somewhat,Agree somewhat,Disagree somewhat,Neither disagree nor agree,7,7,Woman,45-54,Most of the time,7,7,,,,,,Neither disagree nor agree,Agree somewhat,Disagree somewhat,Neither disagree nor agree
1368,Democrat,3,Lean Republican,Neither disagree nor agree,Neither disagree nor agree,Agree strongly,Neither disagree nor agree,5,5,Woman,35-44,Some of the time,5,5,,,,,,Neither disagree nor agree,Neither disagree nor agree,Agree strongly,Neither disagree nor agree
1369,Republican,1,Not very strong Democrat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,8,8,Woman,25-34,Only now and then,6,6,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat
1370,Republican,2,Lean Democrat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree strongly,10,10,Woman,45-54,Only now and then,5,5,Agree somewhat,Disagree somewhat,Disagree strongly,Disagree somewhat,Agree strongly,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree strongly
1371,Republican,1,Not very strong Republican,Neither disagree nor agree,Disagree somewhat,Agree strongly,Disagree somewhat,10,10,Man,45-54,Most of the time,8,8,Agree somewhat,Agree somewhat,Agree strongly,Disagree strongly,Disagree strongly,Disagree somewhat,Disagree somewhat,Agree strongly,Disagree somewhat
1372,Democrat,1,Lean Republican,Agree somewhat,Neither disagree nor agree,Disagree strongly,Agree strongly,9,5,Man,25-34,Some of the time,9,5,Agree somewhat,Disagree strongly,Agree strongly,Disagree strongly,Neither disagree nor agree,Agree somewhat,Neither disagree nor agree,Disagree strongly,Agree strongly
1373,Republican,2,Not very strong Democrat,Disagree strongly,Disagree strongly,Agree somewhat,Disagree somewhat,3,0,Man,45-54,Most of the time,0,0,Neither disagree nor agree,Neither disagree nor agree,Disagree strongly,Neither disagree nor agree,Disagree strongly,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly
1374,Republican,3,Strong Republican,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,10,10,Man,18-24,Some of the time,10,10,,,,,,Agree strongly,Agree strongly,Disagree strongly,Agree strongly
1375,Republican,3,Lean Republican,Neither disagree nor agree,Agree somewhat,Agree somewhat,Agree somewhat,9,9,Man,25-34,Some of the time,8,8,,,,,,Neither disagree nor agree,Agree somewhat,Neither disagree nor agree,Neither disagree nor agree
1376,Democrat,3,Lean Democrat,Disagree strongly,Disagree somewhat,Agree somewhat,Disagree strongly,8,7,Man,45-54,Most of the time,7,7,,,,,,Disagree strongly,Disagree somewhat,Agree somewhat,Disagree strongly
1377,Republican,2,Independent,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly,7,7,Man,35-44,Most of the time,5,5,Disagree strongly,Agree strongly,Disagree strongly,Neither disagree nor agree,Agree somewhat,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly
1378,Republican,1,Independent,Neither disagree nor agree,Disagree somewhat,Neither disagree nor agree,Neither disagree nor agree,8,9,Woman,25-34,Some of the time,5,4,Agree somewhat,Agree somewhat,Disagree somewhat,Neither disagree nor agree,Neither disagree nor agree,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat
1379,Republican,2,Lean Republican,Disagree somewhat,Neither disagree nor agree,Agree strongly,Disagree somewhat,8,7,Man,25-34,Most of the time,6,5,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Neither disagree nor agree,Disagree somewhat,Disagree somewhat,Agree strongly,Disagree somewhat
1380,Republican,2,Independent,Agree somewhat,Disagree somewhat,Agree strongly,Agree somewhat,6,6,Woman,35-44,Most of the time,5,5,Agree strongly,Disagree strongly,Neither disagree nor agree,Disagree somewhat,Agree strongly,Agree somewhat,Neither disagree nor agree,Agree somewhat,Agree somewhat
1381,Republican,2,Lean Republican,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,10,10,Woman,55-64,Some of the time,5,5,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree
1382,Republican,1,Lean Democrat,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,5,0,Woman,45-54,Most of the time,5,0,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly
